,model_name,actions,x_pos,y_pos,q0,q1,q2
592,exp0-nov2023_comp_plain-seed_0-mode_camera-vision,0,508,2,33.201042,14.296548,-24.51722
593,exp0-nov2023_comp_plain-seed_0-mode_camera-vision,0,509,2,28.325434,9.317477,13.9074135
594,exp0-nov2023_comp_plain-seed_0-mode_camera-vision,0,510,2,30.68972,8.659591,26.09942
595,exp0-nov2023_comp_plain-seed_0-mode_camera-vision,2,510,1,-16.89711,0.8382827,28.54959
596,exp0-nov2023_comp_plain-seed_0-mode_camera-vision,0,511,1,41.005722,15.641968,23.393093
597,exp0-nov2023_comp_plain-seed_0-mode_camera-vision,0,512,1,37.43837,8.544311,-0.47885007
598,exp0-nov2023_comp_plain-seed_0-mode_camera-vision,0,513,1,42.907047,30.77825,23.870173
599,exp0-nov2023_comp_plain-seed_0-mode_camera-vision,0,514,1,42.338333,27.441885,26.747562
600,exp0-nov2023_comp_plain-seed_0-mode_camera-vision,0,515,1,43.774117,30.036604,15.815353
601,exp0-nov2023_comp_plain-seed_0-mode_camera-vision,0,516,1,32.819084,32.524616,4.432604
602,exp0-nov2023_comp_plain-seed_0-mode_camera-vision,0,517,1,31.00482,27.885166,24.312862
603,exp0-nov2023_comp_plain-seed_0-mode_camera-vision,1,517,2,29.057737,32.902214,27.457764
604,exp0-nov2023_comp_plain-seed_0-mode_camera-vision,0,518,2,42.487267,26.907034,13.195785
605,exp0-nov2023_comp_plain-seed_0-mode_camera-vision,0,519,2,35.36584,26.885838,14.139753
606,exp0-nov2023_comp_plain-seed_0-mode_camera-vision,0,520,2,38.0813,30.019464,-31.123598
607,exp0-nov2023_comp_plain-seed_0-mode_camera-vision,0,521,2,37.767757,23.374897,14.455463
608,exp0-nov2023_comp_plain-seed_0-mode_camera-vision,0,522,2,43.711563,10.611247,16.855309
609,exp0-nov2023_comp_plain-seed_0-mode_camera-vision,0,523,2,43.758644,23.604893,22.069115
610,exp0-nov2023_comp_plain-seed_0-mode_camera-vision,0,524,2,37.206142,15.399682,-15.383122
611,exp0-nov2023_comp_plain-seed_0-mode_camera-vision,0,525,2,41.615906,16.934614,23.106262
612,exp0-nov2023_comp_plain-seed_0-mode_camera-vision,0,526,2,38.87205,16.959002,27.475443
613,exp0-nov2023_comp_plain-seed_0-mode_camera-vision,0,527,2,42.3066,14.001561,26.961628
614,exp0-nov2023_comp_plain-seed_0-mode_camera-vision,0,528,2,44.073944,7.6997256,21.82199
615,exp0-nov2023_comp_plain-seed_0-mode_camera-vision,0,529,2,42.989414,6.4260445,21.371159
616,exp0-nov2023_comp_plain-seed_0-mode_camera-vision,0,530,2,44.130634,15.437602,20.227634
617,exp0-nov2023_comp_plain-seed_0-mode_camera-vision,0,531,2,47.288456,17.789698,16.01253
618,exp0-nov2023_comp_plain-seed_0-mode_camera-vision,0,532,2,30.034834,18.326466,-40.782127
619,exp0-nov2023_comp_plain-seed_0-mode_camera-vision,0,533,2,22.413946,7.317656,15.985146
620,exp0-nov2023_comp_plain-seed_0-mode_camera-vision,0,534,2,20.94005,6.36614,19.26517
621,exp0-nov2023_comp_plain-seed_0-mode_camera-vision,2,534,1,-18.815458,1.1568826,20.093042
622,exp0-nov2023_comp_plain-seed_0-mode_camera-vision,2,534,0,-22.741898,10.1303835,30.056238
623,exp0-nov2023_comp_plain-seed_0-mode_camera-vision,0,535,0,42.12485,22.75722,12.214331
624,exp0-nov2023_comp_plain-seed_0-mode_camera-vision,0,536,0,31.563122,-16.66646,2.0063674
625,exp0-nov2023_comp_plain-seed_0-mode_camera-vision,0,537,0,31.667133,31.21924,9.93364
626,exp0-nov2023_comp_plain-seed_0-mode_camera-vision,0,538,0,31.74595,28.586489,5.9452195
627,exp0-nov2023_comp_plain-seed_0-mode_camera-vision,1,538,1,-14.07483,31.819334,7.868882
628,exp0-nov2023_comp_plain-seed_0-mode_camera-vision,0,539,1,44.34317,25.110823,29.611828
629,exp0-nov2023_comp_plain-seed_0-mode_camera-vision,0,540,1,41.586243,25.062965,8.904569
630,exp0-nov2023_comp_plain-seed_0-mode_camera-vision,0,541,1,39.561844,15.630256,18.89438
631,exp0-nov2023_comp_plain-seed_0-mode_camera-vision,0,542,1,41.312828,18.021786,33.925163
632,exp0-nov2023_comp_plain-seed_0-mode_camera-vision,0,543,1,39.981586,24.281828,25.520042
633,exp0-nov2023_comp_plain-seed_0-mode_camera-vision,2,543,0,29.305285,-0.6296221,29.342665
634,exp0-nov2023_comp_plain-seed_0-mode_camera-vision,0,544,0,41.190144,12.795382,9.642958
635,exp0-nov2023_comp_plain-seed_0-mode_camera-vision,0,545,0,44.63371,21.524612,10.741393
636,exp0-nov2023_comp_plain-seed_0-mode_camera-vision,0,546,0,41.82454,14.9381275,10.911473
637,exp0-nov2023_comp_plain-seed_0-mode_camera-vision,0,547,0,38.694458,15.751462,15.346885
638,exp0-nov2023_comp_plain-seed_0-mode_camera-vision,0,548,0,30.735722,-27.413982,12.264102
639,exp0-nov2023_comp_plain-seed_0-mode_camera-vision,0,549,0,26.726238,19.120659,6.6315765
640,exp0-nov2023_comp_plain-seed_0-mode_camera-vision,1,549,1,17.954542,19.43286,-2.0230021
641,exp0-nov2023_comp_plain-seed_0-mode_camera-vision,1,549,2,25.261154,26.949425,17.060001
642,exp0-nov2023_comp_plain-seed_0-mode_camera-vision,0,550,2,40.11503,16.412914,20.954767
643,exp0-nov2023_comp_plain-seed_0-mode_camera-vision,0,551,2,41.49589,21.45758,16.646706
644,exp0-nov2023_comp_plain-seed_0-mode_camera-vision,0,552,2,34.85792,13.1610565,-8.418778
645,exp0-nov2023_comp_plain-seed_0-mode_camera-vision,0,553,2,33.604317,18.647636,12.657771
646,exp0-nov2023_comp_plain-seed_0-mode_camera-vision,0,554,2,34.42969,8.791085,28.014639
647,exp0-nov2023_comp_plain-seed_0-mode_camera-vision,2,554,1,-36.99798,16.992168,31.525663
